isn_vinculo;num_ano;num_mes;15;97;207;1367;1369;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
296897;2013;4;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;4;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;5;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;5;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;6;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;6;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;7;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;7;1009.73;287.39;3029.19;0.0;0.0;-1;-0.23727357573700558;-1;-0.18940748803342888;2
296897;2013;8;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;8;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;9;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;9;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;10;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;10;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;11;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;11;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2013;12;955.01;0.0;3183.35;0.0;0.0;1;0.10765482936848098;1;0.1342865822339805;0
331445;2013;12;1009.73;0.0;3029.19;0.0;0.0;1;0.11601887425088614;1;0.0848371684639595;0
296897;2014;1;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;1;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;2;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;2;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;3;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;3;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;4;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;4;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;5;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;5;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;6;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;6;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;7;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;7;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;8;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;8;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;9;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;9;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;10;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;10;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;11;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;11;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2014;12;1009.44;0.0;3364.8;0.0;0.0;1;0.10237337118838702;1;0.2683819386436994;0
331445;2014;12;1067.29;0.0;3201.86;0.0;0.0;1;0.10475261325739998;1;0.1713444168416558;0
296897;2015;1;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
331445;2015;1;1136.13;0.0;3408.38;0.0;0.0;-1;-0.08575618306329724;1;0.07883734436740308;1
296897;2015;2;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;3;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;4;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;5;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;6;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;7;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;8;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;9;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;10;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;11;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2015;12;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;1;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;2;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;3;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;4;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;5;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;6;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;7;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;8;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;9;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;10;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;11;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2016;12;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2017;1;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2017;2;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2017;3;1074.55;0.0;3581.83;0.0;0.0;1;0.1333647893767681;1;0.27281244612995703;0
296897;2017;4;1096.04;0.0;3653.47;186.26;93.13;-1;-0.29770622282409454;-1;-4.282726292317771;2
296897;2017;5;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;6;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;7;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;8;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;9;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;10;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;11;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2017;12;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2018;1;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2018;2;1096.04;0.0;3653.47;0.0;0.0;1;0.07411912799236114;1;0.20039273084586195;0
296897;2018;3;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;4;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;5;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;6;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;7;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;8;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;9;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;10;1128.92;0.0;3763.07;0.0;0.0;1;0.009947466275422756;1;1.5071066573391079e-05;0
296897;2018;11;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2018;12;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;1;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;2;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;3;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;4;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;5;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;6;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;7;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;8;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;9;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;10;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;11;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2019;12;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;1;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;2;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;3;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;4;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;5;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;6;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;7;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;8;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;9;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;10;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;11;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2020;12;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;1;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;2;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;3;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;4;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;5;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;6;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;7;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;8;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;9;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;10;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;11;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2021;12;1128.92;0.0;3763.07;0.0;0.0;1;0.2006678865589801;1;9.912724641125692e-09;0
296897;2022;1;1189.55;0.0;3965.15;0.0;0.0;1;0.011882346059251092;1;0.10464566541623332;0
296897;2022;2;1189.55;0.0;3965.15;0.0;0.0;1;0.011882346059251092;1;0.10464566541623332;0
296897;2022;3;1189.55;0.0;3965.15;0.0;0.0;1;0.011882346059251092;1;0.10464566541623332;0
296897;2022;4;1189.55;0.0;3965.15;0.0;0.0;1;0.011882346059251092;1;0.10464566541623332;0
296897;2022;5;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;6;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;7;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;8;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;9;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;10;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;11;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2022;12;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;1;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;2;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;3;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;4;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;5;1250.17;0.0;4167.22;0.0;0.0;1;0.1646262434771133;1;0.1142891232990999;0
296897;2023;6;1287.67;0.0;4292.24;0.0;0.0;1;0.0;1;0.07138648399526737;0
296897;2023;7;1287.67;0.0;4292.24;0.0;0.0;1;0.0;1;0.07138648399526737;0
296897;2023;8;1322.68;8567.53;4408.92;0.0;0.0;-1;-0.17244522235837;-1;-0.6685402959585169;2
296897;2023;9;1322.68;0.0;4408.92;0.0;0.0;-1;-0.08818189272461663;1;9.912724419081087e-09;1
